Id,TIPO_PLACA,ANIO_DE_FABRICACION,CILINDRADA,CANTIDAD_DE_CILINDROS,CANTIDAD_DE_PUERTAS,VALOR_DEL_VEHICULO,COLORES,FECHA_DE_IMPORTACION,IMP_VALOR_DEL_VEHICULO,FECHA_DE_INGRESO,ANIO_INGRESO,MES_INGRESO,CLASE,PERTENENCIA,MARCA,MODELO,CAPACIDAD,COMBUSTIBLE,ADUANA,CONDICION_INGRESO,PROPIETARIO_DEPARTAMENTO,PROPIETARIO_MUNICIPIO,ESTADO
89159,PARTICULAR,1989,0,4,2,4633.42,ROJO,26/11/1997,4633.42,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,PLYMOUTH,COLT,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89160,PARTICULAR,1989,0,4,4,5860.49,BLANCO,13/7/1998,5860.49,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,MAZDA,626 LX,3,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89161,PARTICULAR,1985,0,4,2,3579.6,GRIS,30/10/1997,3579.6,24/8/1998,1998,8,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,CUSCATLAN,EL CARMEN,BAJA
89162,PARTICULAR,1998,3000,0,5,41527.31,PLATEADO,16/3/1998,41527.31,24/8/1998,1998,8,AUTOMOVIL,PROPIEDAD,VOLVO,ESTATE,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89163,PARTICULAR,1996,1587,0,4,13243.81,ROJO,22/5/1996,13243.81,31/7/1996,1996,7,AUTOMOVIL,PLAZOS,TOYOTA,COROLLA XL,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89164,PARTICULAR,1991,0,4,2,5059.81,GRIS,28/5/1998,5059.81,10/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,CUSCATLAN,COJUTEPEQUE,ALTA
89165,PARTICULAR,1978,9999,0,0,2231.66,CAFECLA,,2231.66,13/9/1993,1993,9,PICK UP,PROPIEDAD,TOYOTA,N/D,1,GASOLINA,,VEHICULO USADO,SAN SALVADOR,GUAZAPA,BAJA
89166,PARTICULAR,1994,1000,3,2,3543.71,OCRE,15/4/1998,3543.71,10/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,GEO,METRO,5,GASOLINA,TRES TORRES SAN BARTOLO,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89167,PARTICULAR,1977,0,4,2,2171.17,AMARILLO,17/4/1998,2171.17,10/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89168,PARTICULAR,1983,0,4,2,3275.82,ROJO MARRON C/F GRIS,12/3/1998,3275.82,10/7/1998,1998,7,PICK UP,PROPIEDAD,TOYOTA,N/D,0.75,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SANTA ANA,COATEPEQUE,ALTA
89169,PARTICULAR,1977,0,0,0,0,ROJO,,0,28/10/1987,1987,10,PICK UP,PROPIEDAD,TOYOTA,1000,0.5,GASOLINA,,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
89170,PARTICULAR,1987,0,4,2,3931.13,ROJO,5/6/1998,3931.13,10/7/1998,1998,7,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89171,PARTICULAR,1998,2954,0,5,22489.37,AZUL GRIS,19/5/1998,22489.37,10/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,MAZDA,MPV,7,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89172,PARTICULAR,1979,0,0,0,0,ROJO,,0,8/7/1988,1988,7,PICK UP,PROPIEDAD,CHEVROLET,LUV,0.5,DIESEL,,VEHICULO USADO,LA LIBERTAD,COLON,ALTA
89173,PARTICULAR,1985,0,4,2,3468.08,AZUL,13/4/1998,3468.08,10/7/1998,1998,7,PICK UP,PROPIEDAD,ISUZU,N/D,0.5,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,STGO NONUALCO,BAJA
89174,PARTICULAR,1988,0,4,3,6273.38,CAFE C/F MULTICOLOR,13/1/1998,6273.38,10/7/1998,1998,7,AUTOMOVIL,PROPIEDAD,MITSUBISHI,N/D,7,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89175,PARTICULAR,1992,2800,4,2,5589.6,CELESTE,23/9/1997,5589.6,5/12/1997,1997,12,AUTOMOVIL,PROPIEDAD,DAIHATSU,ROCKY,4,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89176,PARTICULAR,1998,1761,0,4,14974.39,AZUL ALUMINIO,2/10/1997,14974.39,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,PEUGEOT,306 XR,5,GASOLINA,SANTA ANA,VEHICULO USADO,LA LIBERTAD,ANTGO CUSCATLAN,ALTA
89177,PARTICULAR,1998,1761,0,4,14974.07,ROJO ALUMINIO,23/12/1997,14974.07,23/3/1998,1998,3,AUTOMOVIL,PLAZOS,PEUGEOT,306 XR,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89178,PARTICULAR,1998,1761,0,4,14973.78,AZUL ALUMINIO,24/2/1998,14973.78,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,PEUGEOT,306 XR,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89179,PARTICULAR,1982,1488,0,2,2677.04,VERDE ALUMINIO,5/12/1997,2677.04,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,LA UNION,VEHICULO USADO,CUSCATLAN,SUCHITOTO,ALTA
89180,PARTICULAR,1997,800,0,4,6419.51,VERDE,26/8/1997,6419.51,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,DAEWOO,FINO SX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,SONSONATE,ALTA
89181,PARTICULAR,1997,2874,0,4,24940,AZUL ALUMINIO,15/7/1997,24940,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,SSANGYONG,MUSSO 602 EL,7,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,CUSCATLAN,SAN B PERULAPIA,ALTA
89182,CAMION,1998,0,0,2,13368.73,BLANCO,12/2/1998,13368.73,23/3/1998,1998,3,CAMION PESADO,PROPIEDAD,MAZDA,T3500,3.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN VICENTE,TECOLUCA,ALTA
89183,CAMION,1998,0,0,2,13368.73,AZUL/BLANCO,12/2/1998,13368.73,23/3/1998,1998,3,CAMION PESADO,PROPIEDAD,MAZDA,T3500,3.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SANTA ANA,CHALCHUAPA,ALTA
89184,PARTICULAR,1997,0,0,4,11708.66,GRIS ALUMINIO,12/2/1998,11708.66,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B2500 DX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN VICENTE,SAN VICENTE,ALTA
89185,PARTICULAR,1997,0,0,4,12258.15,ROJO,12/4/1997,12258.15,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B2500 DX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,BAJA
89186,PARTICULAR,1997,0,0,4,10035.6,BLANCO,13/4/1997,10035.6,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B2500 DX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89187,PARTICULAR,1998,0,0,4,13478.01,GRIS ALUMINIO,19/1/1998,13478.01,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B2500,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,CHILTIUPAN,ALTA
89188,PARTICULAR,1998,0,0,4,13512.41,AZUL ALUMINIO,12/2/1998,13512.41,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B2500 SDX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89189,PARTICULAR,1998,0,0,2,9961.6,GRIS ALUMINIO,14/1/1998,9961.6,23/3/1998,1998,3,PICK UP,PLAZOS,MAZDA,B2500,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,SONZACATE,BAJA
89190,PARTICULAR,1998,0,0,2,7563.11,BLANCO,14/7/1997,7563.11,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B1800,1.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89191,PARTICULAR,1985,2366,0,2,4883.85,BEIGE,10/2/1998,4883.85,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,4 RUNNER,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,CUSCATANCINGO,ALTA
89192,PARTICULAR,1998,0,0,2,7483.2,GRIS ALUMINIO,18/8/1997,7483.2,23/3/1998,1998,3,PICK UP,PROPIEDAD,MAZDA,B1800,1.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,ALTA
89193,PARTICULAR,1998,0,0,4,11381.81,BLANCO,17/2/1998,11381.81,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,MAZDA,323 GLX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89194,PARTICULAR,1998,0,0,4,11381.81,OCRE ALUMINIO,17/2/1998,11381.81,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,MAZDA,323 GLX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,MEJICANOS,ALTA
89195,PARTICULAR,1998,0,0,4,11381.81,BLANCO,17/2/1998,11381.81,23/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,MAZDA,323 GLX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,TONACATEPEQUE,ALTA
89196,PARTICULAR,1993,0,4,4,4689.75,OCRE,22/10/1997,4689.75,26/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
89197,PARTICULAR,1998,1500,0,4,11519.61,VERDE,24/2/1998,11519.61,26/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,TERCEL DLX,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,CHALATENANGO,SANTA RITA,ALTA
89198,PARTICULAR,1998,1296,0,3,8802.36,VERDE,1/12/1997,8802.36,26/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,STARLET,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,SANTA TECLA,ALTA
89199,PARTICULAR,1998,1998,0,2,10052.84,ROJO,15/12/1997,10052.84,26/3/1998,1998,3,PICK UP,PROPIEDAD,TOYOTA,HILUX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,AYUTUXTEPEQUE,BAJA
89200,PARTICULAR,1998,2982,0,4,26103.12,GRIS,16/2/1998,26103.12,26/3/1998,1998,3,AUTOMOVIL,PRENDA,TOYOTA,4 RUNNER,7,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN MIGUEL,SAN MIGUEL,ALTA
89201,PARTICULAR,1998,0,0,4,17010.4,BLANCO,18/2/1998,17010.4,26/3/1998,1998,3,PICK UP,PLAZOS,TOYOTA,HILUX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89202,PARTICULAR,1998,2982,0,4,26103.12,VERDE,16/2/1998,26103.12,26/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,4 RUNNER,7,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,MORAZAN,SOCIEDAD,ALTA
89203,PARTICULAR,1998,0,0,2,10070.26,ROJO DIST COM,14/11/1997,10070.26,26/3/1998,1998,3,PICK UP,PLAZOS,TOYOTA,HILUX DLX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
89204,PARTICULAR,1998,0,0,2,10052.84,GRIS DIST COM,15/12/1997,10052.84,26/3/1998,1998,3,PICK UP,PROPIEDAD,TOYOTA,HILUX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89205,PARTICULAR,1992,0,4,2,4828.67,VERDE,18/2/1998,4828.67,26/3/1998,1998,3,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,COLON,ALTA
89206,PARTICULAR,1998,0,0,4,17010.4,AZUL,18/2/1998,17010.4,29/4/1998,1998,4,PICK UP,PROPIEDAD,TOYOTA,HILUX,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,CHALATENANGO,DULCE NOMBRE DE MARIA,ALTA
89207,PARTICULAR,1983,0,6,3,2630.95,AZUL,22/8/1997,2630.95,30/4/1998,1998,4,MICROBUS,PROPIEDAD,FORD,ECONOLINE,12,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,CIUDAD DELGADO,ALTA
89208,PARTICULAR,1986,0,4,2,3081.83,ROJO,5/1/1998,3081.83,30/4/1998,1998,4,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,CHALATENANGO,EL PARAISO,ALTA
89209,PARTICULAR,1990,1800,4,4,4428.52,OCRE,12/1/1998,4428.52,30/4/1998,1998,4,AUTOMOVIL,PROPIEDAD,TOYOTA,COROLLA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SONSONATE,SONSONATE,ALTA
89210,PARTICULAR,1988,0,4,4,5961.2,AZUL,19/6/1997,5961.2,30/4/1998,1998,4,AUTOMOVIL,PROPIEDAD,HONDA,ACCORD LX,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,USULUTAN,EL TRIUNFO,BAJA
89211,PARTICULAR,1978,2189,0,2,2684.38,AZUL C/ FJAS GRIS NEGRO,28/1/1998,2684.38,30/4/1998,1998,4,PICK UP,ANOTADO PREVENT.,TOYOTA,N/D,1,GASOLINA,SANTA ANA,VEHICULO USADO,LA LIBERTAD,CIUDAD ARCE,BAJA
89212,PARTICULAR,1988,2199,0,2,3468.08,GRIS,16/2/1998,3468.08,30/4/1998,1998,4,PICK UP,PROPIEDAD,MITSUBISHI,MIGHTY MAX,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,LA LIBERTAD,SAN JUAN OPICO,ALTA
89213,PARTICULAR,1986,0,0,2,4752.65,ROJO,3/3/1998,4752.65,30/4/1998,1998,4,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,AHUACHAPAN,AHUACHAPAN,ALTA
89214,PARTICULAR,1987,0,0,2,3427.95,BLANCO C/ FJAS AZUL CELESTE,27/2/1998,3427.95,30/4/1998,1998,4,PICK UP,PROPIEDAD,MAZDA,N/D,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89215,PARTICULAR,1986,1997,0,2,3157.84,CAFE C/ FJAS ANARANJADO DORADO,12/11/1997,3157.84,30/4/1998,1998,4,PICK UP,PROPIEDAD,MAZDA,B2000,0.5,GASOLINA,SANTA ANA,VEHICULO USADO,SANTA ANA,SANTA ANA,ALTA
89216,PARTICULAR,1986,0,4,2,4006.76,ROJO,12/3/1998,4006.76,30/4/1998,1998,4,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SONSONATE,SONZACATE,ALTA
89217,PARTICULAR,1985,0,4,2,3579.6,ROJO/MARRON,4/2/1998,3579.6,30/4/1998,1998,4,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,BAJA
89218,AUTOBUS,1986,0,6,2,4905.62,VERDE/BLANCO C/F V/B,11/12/1997,4905.62,30/3/1998,1998,3,AUTOBUS (Trans),PROPIEDAD,MERCEDES BENZ,N/D,50,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,MORAZAN,OSICALA,BAJA
89219,AUTOBUS,1984,0,6,2,5015.25,VERDE/BLANCO C/F V/B,26/8/1996,5015.25,22/3/1997,1997,3,AUTOBUS (Trans),PROPIEDAD,MERCEDES BENZ,N/D,48,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,SAN JUAN TEPEZONTES,BAJA
89220,PARTICULAR,1987,0,4,2,3880.58,GRIS,4/9/1997,3880.58,30/4/1998,1998,4,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,SAN R OBRAJUELO,ALTA
89221,PARTICULAR,1997,2200,0,5,24242.45,AZUL,16/4/1998,24242.45,30/4/1998,1998,4,AUTOMOVIL,PROPIEDAD,SUBARU,LEGACY,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,ANTGO CUSCATLAN,ALTA
89222,MOTOCICLETA,2004,480,1,,962.76,GRIS C/F NEGRA/ROJA,13/12/2011,962.76,14/6/2012,2012,6,CUADRIMOTO,PROPIEDAD,POLARIS,PREDATOR,1,GASOLINA,ALMACENADORA NEJAPA, S.A DE C.V,VEHICULO USADO,CHALATENANGO,SAN FERNANDO,BAJA
89223,PARTICULAR,2005,2800,4,2,2413.45,NEGRO,7/5/2012,2413.45,14/6/2012,2012,6,PICK UP,PROPIEDAD,CHEVROLET,COLORADO,0.5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SONSONATE,SONSONATE,ALTA
89224,PARTICULAR,2011,1800,4,4,5352.66,ROJO,2/2/2012,5352.66,14/6/2012,2012,6,AUTOMOVIL,PROPIEDAD,HONDA,CIVIC,5,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,CABAÑAS,SENSUNTEPEQUE,ALTA
89225,PARTICULAR,2012,3200,6,4,37212.76,BRONCE,10/8/2011,37212.76,14/6/2012,2012,6,AUTOMOVIL,PROPIEDAD,MITSUBISHI,NATIVA EX,7,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO NUEVO,SAN SALVADOR,SAN SALVADOR,ALTA
89226,PARTICULAR,2003,3800,6,4,10139.76,VERDE,29/3/2012,10139.76,14/6/2012,2012,6,AUTOMOVIL,PROPIEDAD/FRANQ.,FORD,WINDSTAR LX,7,GASOLINA,TRANSAUTO S.A. DE C.V.,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89227,PARTICULAR,1998,2700,0,2,9160.74,BLANCO,11/12/1997,9160.74,7/5/1998,1998,5,PICK UP,PRENDA,NISSAN,D 21,1.5,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,TAPALHUACA,ALTA
89228,PARTICULAR,1998,2400,0,4,9853.45,ROJO,20/1/1998,9853.45,7/5/1998,1998,5,PICK UP,PROPIEDAD,NISSAN,D 21,1.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN MIGUEL,EL TRANSITO,ALTA
89229,PARTICULAR,1996,2700,0,4,15523.36,NEGRO GRISOSC ALUMINIO C/ FJAS,27/10/1995,15523.36,7/5/1998,1998,5,PICK UP,PROPIEDAD,NISSAN,N/D,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,ALTA
89230,PARTICULAR,1998,2700,0,2,9580.49,GRISCLA ALUMINIO,3/12/1997,9580.49,7/5/1998,1998,5,PICK UP,PROPIEDAD,NISSAN,N/D,1.5,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,SN FCO CHINAMEC,ALTA
89231,PARTICULAR,1989,1500,4,2,3598.9,CAFE,3/12/1997,3598.9,7/5/1998,1998,5,AUTOMOVIL,PROPIEDAD,TOYOTA,TERCEL,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89232,PARTICULAR,1991,1500,4,2,3197.97,VERDE,30/1/1998,3197.97,7/5/1998,1998,5,AUTOMOVIL,PROPIEDAD,HYUNDAI,EXCEL,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,APOPA,ALTA
89233,PARTICULAR,1980,0,4,2,3244.28,CELESTE,10/12/1997,3244.28,7/5/1998,1998,5,PICK UP,PROPIEDAD,DATSUN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SAN JUAN OPICO,ALTA
89234,PARTICULAR,1981,0,4,2,3753.63,GRIS,25/9/1997,3753.63,7/5/1998,1998,5,PICK UP,PROPIEDAD,DATSUN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,AHUACHAPAN,JUJUTLA,BAJA
89235,PARTICULAR,1985,0,4,2,3429.11,AZUL,15/1/1998,3429.11,7/5/1998,1998,5,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,ZACATECOLUCA,ALTA
89236,PARTICULAR,1984,0,8,2,6138.88,AMARILLO C/ FJAS NEGRO,8/7/1997,6138.88,24/3/1998,1998,3,AUTOBUS,PROPIEDAD,INTERNATIONAL,SCHOOL BUS F/H,65,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,COLON,BAJA
89237,PARTICULAR,1998,1600,0,4,14957.93,ROJO,23/9/1997,14957.93,24/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN VICENTE,APASTEPEQUE,ALTA
89238,PARTICULAR,1983,0,4,2,3640.18,GRIS,25/6/1996,3640.18,24/3/1998,1998,3,PICK UP,PROPIEDAD,NISSAN,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA PAZ,OLOCUILTA,BAJA
89239,PARTICULAR,1997,1560,0,0,8989.57,OCRE,11/12/1997,8989.57,24/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,NISSAN,SENTRA,5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,SAN SALVADOR,TONACATEPEQUE,ALTA
89240,PARTICULAR,1984,0,4,2,3081.83,BLANCO,23/2/1998,3081.83,24/3/1998,1998,3,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,AHUACHAPAN,ATIQUIZAYA,ALTA
89241,PARTICULAR,1998,2400,0,2,8640.63,GRISCLA ALUMINIO,26/12/1997,8640.63,24/3/1998,1998,3,PICK UP,PROPIEDAD,NISSAN,D 21,1.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA LIBERTAD,CIUDAD ARCE,ALTA
89242,PARTICULAR,1985,0,4,3,4316.62,BLANCO,7/1/1998,4316.62,24/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,N/D,7,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,NUEVO CUSCATLAN,ALTA
89243,PARTICULAR,1998,2400,0,2,8640.63,GRISCLA ALUMINIO,15/1/1998,8640.63,24/3/1998,1998,3,PICK UP,PROPIEDAD,NISSAN,N/D,1.5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89244,PARTICULAR,1997,2400,0,4,15228.14,GRISCLA ALUMINIO,29/4/1997,15228.14,24/3/1998,1998,3,PICK UP,PRENDA,NISSAN,FRONTIER,1.5,GASOLINA,MARITIMA DE ACAJUTLA,VEHICULO USADO,LA PAZ,STGO NONUALCO,ALTA
89245,PARTICULAR,1998,2700,0,2,9160.96,BLANCO,10/10/1997,9160.96,24/3/1998,1998,3,PICK UP,PRENDA,NISSAN,D 21,1.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,SONSONATE,SANTO DOMINGO GUZMAN,ALTA
89246,PARTICULAR,1985,2366,0,2,4355.21,VERDE METALICO C/F GRIS,18/12/1997,4355.21,24/3/1998,1998,3,PICK UP,PROPIEDAD,TOYOTA,N/D,0.5,GASOLINA,LA UNION,VEHICULO USADO,CHALATENANGO,SAN IGNACIO,ALTA
89247,CAMION,1997,0,0,2,15739.4,AZUL,27/9/1996,15739.4,24/3/1998,1998,3,CAMION PESADO,PROPIEDAD,MAZDA,T3500,3.5,DIESEL,MARITIMA DE ACAJUTLA,VEHICULO USADO,MORAZAN,GUATAJIAGUA,ALTA
89248,PARTICULAR,1997,4000,8,4,17348.3,OCRE GRIS,6/2/1998,17348.3,27/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,FORD,EXPLORER,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SOYAPANGO,ALTA
89249,AUTOBUS,1981,0,8,2,3507.93,CELESTE/AZUL C/F R/B,10/3/1997,3507.93,27/3/1998,1998,3,AUTOBUS (Trans),PROPIEDAD,INTERNATIONAL,SCHOOL BUS F/M,65,DIESEL,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,LA LIBERTAD,SAN P TACACHICO,BAJA
89250,PARTICULAR,1985,2446,0,2,4841.41,AZUL,12/12/1997,4841.41,27/3/1998,1998,3,PICK UP,PROPIEDAD,TOYOTA,N/D,1,DIESEL,SANTA ANA,VEHICULO USADO,LA PAZ,SAN PEDRO NONUALCO,ALTA
89251,PARTICULAR,1995,0,4,4,6737.77,VERDE,23/1/1998,6737.77,27/3/1998,1998,3,AUTOMOVIL,PROPIEDAD,TOYOTA,COROLLA,5,GASOLINA,SAN BARTOLO (SAN SALVADOR),VEHICULO USADO,SAN SALVADOR,SAN SALVADOR,BAJA
